Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510105,Công nghệ kỹ thuật vật liệu xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,131,Công nghệ kỹ thuật vật liệu xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,CN5,Công nghệ kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510103,Công nghệ kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,TLA111,Công nghệ kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510102,Công nghệ kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,TLS111,Công nghệ kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510212_C,Công nghệ kỹ thuật Ôtô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510212,Công nghệ kỹ thuật Ôtô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205,Công nghệ kỹ thuật Ôtô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510212_JAP,Công nghệ kỹ thuật Ôtô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT321,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205TN,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7140246-2,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT2,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT1,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT3,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT121,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510204,Công nghệ kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520141,Công nghệ kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520130,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510212,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205A,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,HVN05,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOT221,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205NT,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205C,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205KT,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,GTADCOG2,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510205D,Công nghệ kỹ thuật ô tô
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303_CLC,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303DKK,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303D,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303_JAP,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303C,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303A,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510303NT,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302,Công nghệ kỹ thuật điều khiển và tự động hóa
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",75103021,Công nghệ kỹ thuật điện tử
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302,Công nghệ kỹ thuật điện tử
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302_JAP,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302_FCU,Công nghệ kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302A,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302DKK,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302N,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",CN9,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",GTADCDT1,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302C,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302_CLC,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302D,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",GTADCDT121,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",GTADCDT221,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301-1,Công nghệ kỹ thuật điện tử - viễn thông
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510302,"Công nghệ kỹ thuật điện tử, truyền thông"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301C,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301LT,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510102,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301_JAP,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301A,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301D,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301_CLC,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75102,Công nghệ kỹ thuật cơ khí,7510210,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301B,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301,"Công nghệ kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301DKK,"Công nghệ kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QK,"Công nghệ kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QS,"Công nghệ kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QT,"Công nghệ kỹ thuật điện, điện tử"
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540209D,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540209C,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540204,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540209,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540204D,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",TX2,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540204C,Công nghệ may
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540205,Công nghệ may
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,CN10,Công nghệ nông nghiệp
748,Máy tính và công nghệ thông tin,74801,Máy tính,D118,Công nghệ phần mềm
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201D118,Công nghệ phần mềm
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480103_01,Công nghệ phần mềm
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,QHT97,Công nghệ quan trắc và giám sát tài nguyên môi trường
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,HVN06,Công nghệ rau hoa quả và cảnh quan
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620113,Công nghệ rau hoa quả và cảnh quan
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620113P,Công nghệ rau hoa quả và cảnh quan
754,Sản xuất và chế biến,75401,"Chế biến lương thực, thực phẩm và đồ uống",7540104,Công nghệ sau thu hoạch
754,Sản xuất và chế biến,75401,"Chế biến lương thực, thực phẩm và đồ uống",HVN09,Công nghệ sau thu hoạch
742,Khoa học sự sống,74202,Sinh học ứng dụng,F7420201,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201Q (LKQT),Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,BIO1,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201_UN,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201_WE2,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201_WE4,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,218,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201T,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,HVN01,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201A,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201_LK,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201E,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201P,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201KT,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201C,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,TLA119,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,HVN07,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201G,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,FA7420201,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,QHT44,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201_CLC,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7640101,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201-1,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201N,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420201-2,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,QHT09,Công nghệ sinh học
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420205,Công nghệ sinh học Y dược
752,Kỹ thuật,75206,Kỹ thuật mỏ,7520606,Công nghệ số trong thăm dò và khai thác tài nguyên thiên nhiên
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540202DKK,"Công nghệ sợi, dệt"
754,Sản xuất và chế biến,75402,"Sản xuất, chế biến sợi, vải, giày, da",7540202,"Công nghệ sợi, dệt"
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201_DK3,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,CN1,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201B,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,IT01,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201CLC1,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201C,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201-VJ,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7489291C,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201_CLC,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,XDA16,Công nghệ thông tin
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101G,Công nghệ thông tin
751,Công nghệ kỹ thuật,75104,"Công nghệ hóa học, vật liệu, luyện kim và môi trường",7510401,Công nghệ thông tin
