university_code,university_name,major_code,major_name,subject_group,point,note,year
HNUE,Đại Học Sư Phạm Hà Nội,7220201,Ngôn ngữ Anh,D01,27.4,Điểm thi TN THPT (TTNV <=5),2021
HNUE,Đại Học Sư Phạm Hà Nội,7310403D,Tâm lý học,"D01, D03, D02",26.15,Điểm thi TN THPT (TTNV <=4). (Ngành tâm lý học giáo dục).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7810103C,Quản trị dịch vụ du lịch và lữ hành,C00,26.5,Điểm thi TN THPT (TTNV <=4).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7229001C,Triết học,C00,16.25,Điểm thi TN THPT (TTNV <=4) ( Triết học Mác - Lê nin).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7310401C,Tâm lý học,C00,25.5,Điểm thi TN THPT (TTNV <=3). (Ngành tâm lý học trường học).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140246A,Sư phạm công nghệ,A00,19.05,Điểm thi TN THPT (TTNV <=3).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7760101D,Công tác xã hội,"D01, D03, D02",20.25,Điểm thi TN THPT (TTNV <=3).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7310630D,Việt Nam học,D01,22.65,Điểm thi TN THPT (TTNV <=3).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7229030C,Văn học,C00,25.25,Điểm thi TN THPT (TTNV <=3),2021
HNUE,Đại Học Sư Phạm Hà Nội,7760103D,Hỗ trợ giáo dục người khuyết tật,"D01, D03, D02",18.8,Điểm thi TN THPT (TTNV <=2).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7440112B,Hoá học,B00,19.45,Điểm thi TN THPT (TTNV <=2).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7440112A,Hoá học,A00,19.75,Điểm thi TN THPT (TTNV <=2).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7420101D,Sinh học,"D08, D32, D34",20.78,Điểm thi TN THPT (TTNV <=2).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7480201B,Công nghệ thông tin,A01,21.8,Điểm thi TN THPT (TTNV <=2).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7310630C,Việt Nam học,C00,23.25,Điểm thi TN THPT (TTNV <=2).,2021
